score,id,Title,Parent,Parent Slug
163.7,24871,Chapter 7 Bankruptcy: Understanding the Basics,23650,bankruptcy
163.7,3427,How Big of a Mortgage Can I Get?,146,home/mortgage
163.4,8909,10 Factors That Highly Influence Home Insurance Rates,4825,insurance/home
163.2,23633,A 20-Something’s Guide to Getting a Mortgage,146,home/mortgage
162,25931,Is It Bad to Refinance Your Home Multiple Times?,150,home/refinance
161.2,30180,How to Finance a Duplex,27,home/fha
161,3423,Your Mortgage: Do You Want a Long or Short-Term Relationship?,146,home/mortgage
159.6,29775,How Fed Rate Hikes Impact Borrowers,176,finance
159.1,25477,Understanding Credit Utilization Ratio,20369,credit-repair
158,6053,Here's How To Build Equity in Your Home,142,home/home-equity
158,3922,Start Up Business Loans: 8 Different Options,129,business
157.5,2313,Reverse Mortgage Proceeds: What'<U+0092>s Best?,234,home/reverse
157.4,12720,Can you get a Mobile Home Loan?,146,home/mortgage
157,21737,How To Budget Your Money,138,debt-consolidation
156.9,3073,Medical Debt Consolidation: 4 Ways to Consolidate Unpaid Medical Bills,138,debt-consolidation
155.4,2317,Reverse Mortgage Disadvantages: What You Need to Know,234,home/reverse
154.7,2312,The 3 Different Types of Reverse Mortgages,234,home/reverse
154.2,672,Using A Small Business Loan For Your Start-Up,8474,business/small
154.1,2304,Are Reverse Mortgage Proceeds Taxable?,234,home/reverse
154,3304,Using Home Equity loan to Invest,142,home/home-equity
153.1,1057,How to Compare Student Loan Lenders & Find the Best Option for You,168,student
152.1,2318,HECM or Jumbo Reverse Mortgage: Which is Better?,234,home/reverse
152,3008,Should I Buy a New or Used Car?,99,auto
151.9,3023,How to Get the Best Car Loan Deals,99,auto
151.8,3086,Consolidating Credit Card Debt in 5 Easy Steps,7443,debt-consolidation/credit-card
151.3,9951,How to Get a Home Loan in 5 Easy Steps,25,home
151.2,23726,15 Dos and Don’ts of Advertising With Social Media Influencers,129,business
151.1,3109,Cash-out Refinancing for Debt Consolidation,138,debt-consolidation
151,3015,How to Finance a Used Car,99,auto
151,6073,Does a Free Credit Report Hurt Your Credit?,2206,credit-score
150.7,11147,What Is A Credit Builder Loan?,164,personal
149.5,23305,Debt Validation Letters for Debt Collectors,138,debt-consolidation
149.4,3494,Getting a mortgage if you're self-employed,146,home/mortgage
149.2,3533,Mortgages: It's NOT all about the monthly payment,146,home/mortgage
149,3361,Refinance Condo: What You Need to Know,150,home/refinance
148.9,3080,Tips to Control Your Bad Spending Habits,138,debt-consolidation
148.8,13592,Understanding VA Home Appraisals,154,home/va
148.5,3253,7 Signs of a Personal Loan Scam,164,personal
148.5,12771,The Truth About The Obama Student Loan Forgiveness Program,168,student
147.2,6027,Business Credit Report: All You Need to Know to Improve it,2206,credit-score
145.9,2992,Pre-Qualified Mortgage vs. Pre-Approved Mortgage: What's The Key?,2990,home/mortgage/pre-approval
145.6,3474,7 Things to Know When Buying a House,146,home/mortgage
145.3,1058,How to Find the Best Private Student Loans,168,student
143.9,7925,12 Key Reverse Mortgage Questions – Answered,234,home/reverse
143.5,21853,Best Tips for Refinancing Your Mortgage in 2018,150,home/refinance
143.4,22528,7 Home Equity Rules to Live By,142,home/home-equity
143.2,30717,"$26,595 in Savings Possible for Homebuyers Shopping Around for a Mortgage",5299,home/mortgage/rates
143.2,9022,How to Apply for a Loan in 4 Easy Steps,164,personal
142.5,13596,Is a Reverse Mortgage Taxable?,234,home/reverse
142.3,7911,Are Bank Loans the Best Option for Personal Loans?,164,personal
142,3286,5 Things to Consider Before Getting a Personal Loan,164,personal
140.9,2340,FHA Loan Limits: Tips for Securing an FHA Loan in 2017,7503,home/fha/requirements
140.6,3057,Reverse Mortgage for Dummies,234,home/reverse
140.2,5992,How To Dispute Credit Report Errors,20369,credit-repair
139.6,1065,Fixed vs. Variable Rate Student Loans: Which are Better?,7488,student/interest-rates
139.3,3352,Top Reasons Your Mortgage Refinance Was Denied,150,home/refinance
138.6,389,How to Qualify for a Powersport Loan?,117,auto/powersport
138.4,2302,How Your Age Can Affect Your Reverse Mortgage,234,home/reverse
137.7,7933,Understanding Mortgage Refinance Closing Costs,150,home/refinance
136.5,3540,Understanding The HUD-1 Settlement Statement,146,home/mortgage
136.1,10636,Average Student Loan Debt Statistics for 2017,172,student/refinance
135.8,2345,FHA FAQ: Frequently Asked Questions About FHA Loans,27,home/fha
135.8,3548,Ask an expert: What if a buyer backs out of a contract before closing?,7445,home/mortgage/closing-process
135.6,3275,Personal Loans vs. Payday Loans: 5 Things to Know,164,personal
135.3,3419,Home Loans for Self-Employed Borrowers: Preparation is Key,146,home/mortgage
135.3,3431,Mortgage News -- How To Overcome Tight Credit,146,home/mortgage
135.2,3499,What is a hybrid mortgage? Is it right for you?,146,home/mortgage
135.1,670,Types of Small Business Loans,8474,business/small
134.7,3362,How to Refinance a Defaulted Mortgage,150,home/refinance
134.2,12821,A Doctor's Repayment Guide: Strategies for Repaying Medical School Debt,172,student/refinance
133.6,5746,Types of Credit Scores: Understanding the Differences,2206,credit-score
133.4,26329,8 Tips to Shorten Your House Hunt in 2018,146,home/mortgage
132.9,2259,Should I Make a Down Payment on My VA Loan?,154,home/va
132.6,2263,VA Loan Requirements for 2018,7501,home/va/requirements
132.2,26027,HELOC Balloon Payments: How to Find a Way Out,7471,home/home-equity/heloc
131.5,21546,Use This New Program to Crowdfund Your Home Down Payment,146,home/mortgage
131.5,2320,10 Reverse Mortgage Pitfalls to Consider & How to Avoid Them,234,home/reverse
131.3,3485,10 Questions To Ask Your Mortgage Lender,146,home/mortgage
130.9,13589,Reverse Mortgages and Estate Planning: What You Need to Know,7481,home/reverse/estate-planning
130.8,3464,How to Compare Home Loans,146,home/mortgage
130.4,3252,Personal Loan Problems: 5 Risks of Personal Loans,164,personal
130.3,691,My Business Isn't Growing: What Should I Do?,129,business
130.2,7859,How To Get Secured Business Loans,129,business
130.2,5776,Getting a Mortgage Pre-Approval Letter,2990,home/mortgage/pre-approval
130,30178,How a Car Lease Buyout Works,99,auto
129.6,386,Powersport Loans For Bad Credit,117,auto/powersport
129.6,2356,New First Time Home Buyer Programs,27,home/fha
129,13586,Interest-only Refinance,150,home/refinance
128.9,3049,Steps to Getting Car Loans with Bad Credit in 2017,7486,auto/bad-credit
128.7,5990,Does Credit Repair or Debt Management Hurt Credit Ratings?,20369,credit-repair
128.7,23703,Refinancing: Is a 15-Year Mortgage Right for You?,150,home/refinance
128.7,2316,Alternatives to a Reverse Mortgage,234,home/reverse
128.6,2291,What is a Good Credit Score?,20369,credit-repair
128.4,15210,The Advantage of a Secured Business Line of Credit,8022,business/line-of-credit
127.8,3586,How to Qualify for Peer-to-Peer Loans,3115,personal/peer-to-peer
127.5,2242,9 Credit Repair Tips to Get You Out of Debt,20369,credit-repair
127.4,3019,Auto Finance Companies: 3 Options for Finding Yours,99,auto
127.4,5758,Unsecured Personal Loans: When Do They Make Sense?,3123,personal/unsecured
127.3,2347,FHA Lenders: How to Choose the Right One,27,home/fha
126.8,2352,The FHA Streamline Refinance Program Explained,27,home/fha
126.4,3434,Understanding Closing Costs: Who Pays and How,7457,home/mortgage/closing-costs
126,3442,Getting a Home Loan with Bad Credit: Not Impossible,146,home/mortgage
126,2327,Reverse Mortgage Revolution: Why They're Better and Safer Today,234,home/reverse
125.7,23368,Tips on How to Trade In Your Car,99,auto
125.5,3541,Shopping Around for a Loan,146,home/mortgage
125.4,459,Use a Home Equity Loan for Debt Consolidation,142,home/home-equity
124.9,7914,Understanding USDA Home Loans,14502,home/usda
124.7,3398,How to Cancel Private Mortgage Insurance (PMI),7449,home/mortgage/down-payment
124.3,3917,Taking Advantage of Government Business Loans,8015,business/sba
124.3,22239,Mortgage Options for Foreign Nationals,146,home/mortgage
124.1,3380,How to Properly Compare Refinance Offers,150,home/refinance
123.8,3074,Debt Relief Options: Overcoming Insurmountable Debt,19622,debt-relief
123.8,940,How Does Auto Insurance Score Affect Your Rate?,160,insurance/auto
123.6,9821,HARP Program Reviews from the Experts,624,home/refinance/harp
123.6,25494,How to Refinance a Rental Property,150,home/refinance
123.6,21870,LendingTree Ranks Cities With the Highest Use of Reverse Mortgages,234,home/reverse
123.5,5825,The 30-Year Fixed Rate Mortgage Loan,5299,home/mortgage/rates
123.4,24911,Chapter 13 Bankruptcy: Understanding the Basics,23650,bankruptcy
123.1,449,RV Buying Tips: Get the RV of Your Dreams,121,auto/rv
123,2266,The Case for Making a VA Loan Down Payment,154,home/va
122.9,3287,"Personal Loans, Title Loans and Payday Loans: There's a BIG Difference!",164,personal
122.6,8462,How to Get a Personal Loan,164,personal
122.2,26907,Should I use home equity to pay off debts?,7403,debt-consolidation/home-equity
122.1,2286,What is the Average Credit Score?,2206,credit-score
122,3438,What Is Escrow? Closing Your Purchase or Refinance,7445,home/mortgage/closing-process
121.9,2214,Can I Refinance My Mortgage and Auto Loan at the Same Time?,109,auto/refinance
121.5,14121,How To Refinance Student Loans in 7 Steps,172,student/refinance
121.3,5599,How Surprise Undisclosed Debt Can Sink Your Mortgage Application,146,home/mortgage
121.2,1070,Your Guide to Student Loans Without a Cosigner,168,student
120.8,5830,Is the APR Always Higher than the Interest Rate?,5299,home/mortgage/rates
120.8,3242,What to Know About Personal Loans,164,personal
120,3246,The Truth About Installment Loans,164,personal
119.9,663,How Much Should Your Business Be Spending on Marketing,129,business
119.7,683,6 Questions to Determine Which Business Loan is Right for You,129,business
119.3,3936,Business Loans for Bad Credit Applicants: Do They Exist?,129,business
119,2360,Private Mortgage Insurance (PMI) vs FHA Mortgage Insurance (MIP),27,home/fha
118.9,5556,ARM Caps Can Curtail High Payment Shocks,146,home/mortgage
118.9,26832,What Is Title Insurance and Why Do You Need It?,146,home/mortgage
118.9,16295,How Does Payday Loan Consolidation Work?,164,personal
118.8,3307,4 Things to Consider Before Using a HELOC for Debt Consolidation,7471,home/home-equity/heloc
118.3,3488,Checklist: Steps to Closing a Mortgage Home Loan,7445,home/mortgage/closing-process
118.3,3573,How to Pay for Your Honeymoon,3125,personal/wedding
118,3335,HARP: What is it and how does it work?,624,home/refinance/harp
117.9,21619,Which used car brands do borrowers stretch their finances most to buy?,99,auto
117.1,16956,LendKey Student Loan Refinancing Review,172,student/refinance
117,3067,How to Stop Debt Collectors from Calling,138,debt-consolidation
116.9,3537,Low down payment? A piggyback loan or PMI can help,7449,home/mortgage/down-payment
115.8,15054,Is A Reverse Mortgage Good or Bad?,234,home/reverse
115.5,2297,What you Need to Know About FICO & VantageScore,2206,credit-score
115.3,2282,Financing Multifamily Homes With a VA Loan,7501,home/va/requirements
115.1,2319,"Reverse Mortgages and Estate Planning: Avoiding ""Unaware Heirs""",7481,home/reverse/estate-planning
115,3265,Personal Loan Contract: What You Should Know,164,personal
114.3,674,What Is Receivables Financing?,8028,business/accounts-receivable
113.9,3355,How Long Does it Take to Refinance a House?,150,home/refinance
113.8,3268,What You Need to Know Before Getting a Personal Loan,164,personal
113.6,6046,Should You Lock or Float Your Mortgage Rate?,5299,home/mortgage/rates
113.3,26221,8 Ways to Pay Off Your Mortgage Faster,146,home/mortgage
113.2,687,Do You Need to Hire a Business Manager for Your Small Business?,129,business
113.2,3459,How FHA Loans Work,27,home/fha
113,3412,Mortgage Closing Costs: Is Title Insurance a Rip Off?,7457,home/mortgage/closing-costs
112.2,3337,Can I Refinance My Mortgage? Here's What You Need to Know,150,home/refinance
112.1,2220,What Is Refinancing a Car?,7509,auto/refinance/car-loans
112,16836,Nailing Down Student Car Loans: A How-To Guide,99,auto
111.7,12621,Home Equity Conversion Mortgage (HECM): HUD Reverse Mortgage Programs,234,home/reverse
111.7,2314,How to Find the Best Reverse Mortgage Companies,234,home/reverse
111.4,3580,Ways to Save Money on Your Wedding,3125,personal/wedding
111.3,16237,Merchant Cash Advance — The Payday Loan for Businesses,129,business
110.8,10654,Hard Money Business Loans: How to Get Approved,129,business
110.6,12694,Is a Debt Management Program Right For Me?,138,debt-consolidation
110.5,14294,Marrying Someone with Student Loan Debt: What You Both Should Know,172,student/refinance
110,2231,Do I Need a Vehicle Appraisal to Refinance My Car?,7509,auto/refinance/car-loans
109.9,7734,Options for Refinancing Your Home in 2018,150,home/refinance
109.6,3285,Personal Loans: Cheaper Credit Card Alternatives,164,personal
109.3,5597,Home Loan Q & A: Getting a Mortgage with a New Job,146,home/mortgage
109.3,3414,Borrowing from Your 401k for a Down Payment on Your House,7449,home/mortgage/down-payment
109.2,7990,How to Lower your Monthly Car Payments,99,auto
108.7,3096,The 5 Best Ways to Consolidate Debt in 2018,138,debt-consolidation
108.7,5533,National Average Monthly Mortgage Payment,146,home/mortgage
108.5,2212,How to Get Out of Your Car Loan?,7509,auto/refinance/car-loans
108.5,2277,Current VA Loan Rates: Find Your Best Deal on a VA Mortgage,7435,home/va/rates
108.1,26466,Mortgage Rate Competition Index for Purchases Jumps to Widest on Record,5299,home/mortgage/rates
107.7,3489,The Home Closing Process,7445,home/mortgage/closing-process
106.4,3095,How to Pay Off Credit Card Debt: 4 Options,7443,debt-consolidation/credit-card
106.1,6109,4 Alternatives to a Traditional Personal Loan,164,personal
106,26186,Ally Bank Auto Loan: In-Depth Review,99,auto
105.3,2211,3 Reasons to Refinance to a Shorter Term Auto Loan,109,auto/refinance
104.3,8983,What Is a Stafford Loan & How Do You Get One?,168,student
104.1,25921,VA Refinance: Lower Mortgage Rates and More,154,home/va
103.9,1056,How Do Student Loans Affect Your Credit Score?,168,student
103.8,26715,Capital One Auto Loan: In-Depth Review,99,auto
103.8,3348,Interest-only Mortgage: Should You Refinance,150,home/refinance
103.7,2296,Credit Score for FHA Loan: What's the Minimum?,2206,credit-score
103.2,26065,How to Get Out of Debt With a Low Income,138,debt-consolidation
103.1,2996,5 Ways to Get a Smaller Car Loan,99,auto
103,3536,Ask an expert: Should you pay discount points on an ARM?,146,home/mortgage
102.9,3953,How to Find Small Business Investors,129,business
102.9,2329,CAIVRS for Reverse Mortgages,234,home/reverse
102.6,7061,Tips for First Time Home Buyers,146,home/mortgage
102.6,6009,"Peer to peer Loans: Lenders May not Be Your ""Peers""",3115,personal/peer-to-peer
102.5,2271,VA Loan Rates: Does Your Credit Score Matter?,154,home/va
102.5,3047,Types of Vehicle Leases,99,auto
101.9,3487,12 questions to help you pick a loan officer,146,home/mortgage
101.6,3497,Can You Afford to Buy a Home?,146,home/mortgage
101.2,16685,Student Loan Bankruptcy...Is It Possible?,168,student
101.1,3543,How Much is a Down Payment on a House?,7449,home/mortgage/down-payment
101.1,3364,How To Refinance an Underwater Mortgage,624,home/refinance/harp
100.9,9529,How to Qualify for the Obama Refinance Program,624,home/refinance/harp
100.9,991,The Best Time to Refinance Your Student Loans,172,student/refinance
100.9,2285,Q&A: Does a Free Credit Report Affect My Credit Score?,2206,credit-score
100.7,7613,All About Minority Business Loans,129,business
100.5,7679,What Is a Home Equity Loan and Should You Get One?,142,home/home-equity
100.4,2292,What is a Fair Credit Score?,2206,credit-score
100.1,10017,Is a Reverse Mortgage a Bad Idea?,234,home/reverse
99.8,3271,How to Find the Best Personal Loan Companies,164,personal
99.1,5799,What to Know Before Filing Bankruptcy,20369,credit-repair
98.9,3905,How to Get a Business Loan: Step-by-Step,7494,business/requirements
98.7,3513,Bridge Financing Basics,146,home/mortgage
98.6,2210,How to Get the Lowest Auto Refinance Rates,109,auto/refinance
98.6,995,Parent PLUS Loans: Alternatives to Consider,172,student/refinance
98.4,5802,How Bad Credit Affects You,20369,credit-repair
97.7,3034,Leasing Versus Buying a Car,99,auto
97.6,22935,Mortgage Savings Tracker and Mortgage Rate Competition Index,5299,home/mortgage/rates
97.5,3012,When is the Best Time to Buy a Car?,99,auto
97.5,5583,Construction Loans,146,home/mortgage
97.5,3479,Home Appraisals: What You Should Know,146,home/mortgage
97.1,11030,Debt Relief Programs: Conquering Your Debt Problems,19622,debt-relief
97.1,5808,VantageScore FAQs,2206,credit-score
96.3,988,Should You Refinance Your Student Loans Into Your Mortgage?,172,student/refinance
95.8,2308,"Reverse Mortgage Fees, Closing Costs, and Ongoing Expenses",234,home/reverse
95.7,23576,"The Fastest Way to Pay off $5,000 or Less in Credit Card Debt",7443,debt-consolidation/credit-card
95.5,3283,Pawn Shop Loans and Personal Loans: Understand the Difference,164,personal
95.4,26420,How to Negotiate a Home Purchase in 2018,146,home/mortgage
95,26922,How Does Small Business Invoice Factoring Work?,129,business
95,3069,7 Reasons To Use A Personal Loan to Pay Off Debt,7396,debt-consolidation/personal
94.9,2237,How to Recognize a Credit Repair Scam,20369,credit-repair
94,2258,How Many Times Can You Use VA Home Loan Benefits?,154,home/va
93.9,2299,5 Reverse Mortgage Myths You Should Be Aware Of,234,home/reverse
93.6,16857,SBA Express Loan: What Is It and How Does It Work?,8015,business/sba
93.6,3035,How to Negotiate Car Price,99,auto
93.4,2280,Assuming a Mortgage with a VA Loan When You Buy or Sell,154,home/va
92.9,13532,What is Home Equity and How Do You Use It?,142,home/home-equity
92.4,1066,Bad Credit Student Loans: What You Need to Know,168,student
91.6,15035,How to Avoid Reverse Mortgage Scams,234,home/reverse
91.5,26322,"Refinance Competition Was Worth $31,000 To Borrowers Last Week As Applications Fall And Lenders Compete",5299,home/mortgage/rates
91.2,7928,Types of Home Buying Programs,7455,home/mortgage/types
91.1,29355,How a Missed or Late Payment Affects Your Credit Score,20369,credit-repair
91,2315,Are Reverse Mortgage Loans Worth the Risk?,234,home/reverse
91,3260,Is Borrowing a Personal Loan a Bad Idea?,164,personal
90.1,684,Understanding the Basics of Small Business Financing,7491,business/financing
90.1,3469,Self-Employed Mortgages Become More Common,146,home/mortgage
89.6,3079,Credit Counseling Vs. Debt Consolidation: Which is Best for You?,138,debt-consolidation
89.4,2288,What Does My Credit Score Mean?,2206,credit-score
89.3,5810,How to interview a buyer's agent,146,home/mortgage
89.2,16008,Promoting Business Growth with an SBA 504 Loan,8015,business/sba
89,2213,Why You Should Refinance Your Auto Loan,109,auto/refinance
88.8,3387,5 Things to Never Hide from Your Mortgage Broker,146,home/mortgage
88.8,17748,SoFi Student Loan Refinancing Review,172,student/refinance
88.7,26603,Refinancing a Condo: What You Need to Know,150,home/refinance
87.7,5818,HARP 2.0 Refinance Program,624,home/refinance/harp
87.5,2323,HECM Saver Program Replaced by New Rules,234,home/reverse
87,3279,What's the Difference Between Person to Person Loans and Personal Loans?,164,personal
87,3483,What interest rate will you pay on your loan?,146,home/mortgage
87,939,When to Drop Collision and Comprehensive Auto Insurance,160,insurance/auto
86.8,3547,Good Faith Estimate (GFE) and Loan Estimate: Understanding the Costs of Your Mortgage,146,home/mortgage
86.6,654,HARP Loan Rates and Fees,624,home/refinance/harp
86.3,25896,Chase Auto Loan: In-Depth Review,99,auto
86.2,3050,Long Term Auto Loans: Avoid Drowning in Debt,99,auto
86,655,HARP Refinance: What to do if your Getting Divorced,624,home/refinance/harp
85.7,12638,HARP Insurance FAQs,624,home/refinance/harp
85.4,3306,The Ultimate Guide To Home Improvements,7430,home/home-equity/home-improvement
85,5549,Understanding Your Escrow Account,146,home/mortgage
84.7,30515,The Ultimate Guide to Writing a Small Business Plan,129,business
84.6,3502,Piggyback Mortgages Let You Tap Your Home Equity When Buying,146,home/mortgage
84.1,5743,What to Consider Before you Cosign a Mortgage Loan with a Significant Other,146,home/mortgage
83.8,2260,Understanding the VA Loan Bonus Entitlement,154,home/va
83.8,2272,What's the Point of Paying Points?,154,home/va
83.8,25881,Paying for College With a Home Equity Loan,142,home/home-equity
83.7,2998,7 Car Buying Mistakes to Avoid,99,auto
83.5,3542,Staging a Home on a Budget,146,home/mortgage
83.5,3397,5 Situations Where You'll Need to Submit Extra Paperwork with Your Mortgage Application,146,home/mortgage
83,7546,What is a Credit Report?,2206,credit-score
82.9,26928,Shopping Around Could Allow Mortgage Borrowers to Save Almost 10% of the Loan Amount in Interest,5299,home/mortgage/rates
82.6,3305,Using a Home Equity Loan to Finance Your Startup,142,home/home-equity
82.1,22751,What Happens To Debt When You Die?,138,debt-consolidation
82,3435,Buying a New Home vs. a Pre-Owned Home,146,home/mortgage
81.5,3445,Mortgage Qualification: Unraveling the Mystery,146,home/mortgage
81.2,3947,Small Business Loans for Women in 2017,8474,business/small
81,25869,Start-Up Costs: How Much Does it Cost to Start a Small Business?,8474,business/small
80.9,2221,4 Mistakes People Make When Refinancing a Car,7509,auto/refinance/car-loans
80.8,3449,Buying a House: A Practical Approach,146,home/mortgage
80.6,8906,Should You Bundle Your Home and Auto Insurance?,4825,insurance/home
80.3,30370,Endurance Auto Warranty Review,99,auto
80.3,5801,Trigger Leads Opt Out: Credit Bureaus Sell Personal Data,2206,credit-score
80.3,9944,How the Mortgage Formula Determines Your Monthly Payments,146,home/mortgage
80.2,2257,"How to Make Sure a Home Meets the VA Loan ""Move-in Ready"" Requirement",7501,home/va/requirements
79.9,17727,CommonBond Student Loan Refinancing Review,172,student/refinance
79.5,7712,Understanding Debt Forgiveness,138,debt-consolidation
79.4,2300,Reverse Mortgage or Downsize My Home?,234,home/reverse
79.4,22449,Is Debt Consolidation a Good or Bad Idea?,138,debt-consolidation
79.1,29867,The Best Boat Financing Companies in 2018,1389,boat
79,1068,College Expenses: How Much Money Do You Really Need?,168,student
78.8,2366,5 Ways to Come Up With Your FHA Loan Down Payment,27,home/fha
78.8,5828,What the Past Can (and Can't) Tell Us about Future Mortgage Interest Rates,5299,home/mortgage/rates
78.7,22562,Entrepreneur's Salary: How Much To Pay Yourself,129,business
78.5,3524,How to Evaluate Home Offers to Purchase,146,home/mortgage
77.4,3939,A Basic Guide to Microloans,8015,business/sba
77.4,12613,Uniform Residential Loan Application 101,146,home/mortgage
77.1,29287,The Complete Guide to Buying a Franchise,129,business
76.9,5501,Ask an expert: Seller Breaking a Real Estate Contract,146,home/mortgage
76.3,6044,How to Remove Collections from your Credit Report,20369,credit-repair
76.1,3094,Federal or private student loans? Which should you choose?,168,student
75.7,3480,Benefits of Government Home Loans,146,home/mortgage
75.5,7609,Small Business License Checklist,7494,business/requirements
75.5,24929,S Corp vs. C Corp: Understanding the Difference,7494,business/requirements
75.4,3475,How to Find a Low Down Payment Mortgage,7449,home/mortgage/down-payment
74.5,3942,The Pros and Cons of a Business Acquisition Loan,129,business
74.4,3539,Qualifying for a Home Loan,146,home/mortgage
74.3,3482,Making Home Affordable Program,7426,home/refinance/hamp
74.2,13590,Get the Best Rate on Your Jumbo Mortgage Refinance,150,home/refinance
73.8,3401,5 Things You Should Know About Closing Costs,7457,home/mortgage/closing-costs
73.8,6064,What Happens If You Default On Student Loans?,172,student/refinance
73.7,3508,Are You Ready for Home Ownership?,146,home/mortgage
73.7,28879,Mortgage Borrowers Could Save Almost 10% of the Loan Amount in Interest by Shopping Around,5299,home/mortgage/rates
73.3,5800,Co-signing a Loan: Understand the Obligation,2206,credit-score
73.2,29320,What Debts Should I Pay Off First?,138,debt-consolidation
73,11204,"VA Funding Fee: What, Why and How Much",154,home/va
72.2,3082,How Does Debt Consolidation Work?,138,debt-consolidation
72.1,2283,Guidelines for VA Approved Condos,7501,home/va/requirements
72.1,941,DUI & Auto Insurance Rates: How Long Will It Affect Me?,160,insurance/auto
71.9,15136,Could Your Business Benefit from an Unsecured Business Line of Credit?,8022,business/line-of-credit
