score,id,Title,Parent,Parent Slug
5.2,3389,Inflation's Summer Vacation Is Good News for Mortgage Rates,146,home/mortgage
5.2,3388,Latest Figures Show Distressed Mortgages on the Wane,146,home/mortgage
5.2,3386,Mortgage Rates Too High for 41 Percent of All Current Borrowers,146,home/mortgage
5.2,7625,What You Need to Know About Student Debt,172,student/refinance
5.2,1073,What Happens When You Miss a Student Loan Payment?,172,student/refinance
5.2,997,3 Situations Where You May Want to Avoid Refinancing Your Student Loans,172,student/refinance
5.1,29511,Lightstream Auto Loan Review,99,auto
5,678,5 Tips for Avoiding a Cycle of Debt with Small Business Loans,8474,business/small
5,3084,Choosing a Debt Consolidation Solution in 2018,138,debt-consolidation
5,7853,How to Find Average Mortgage Rates,5299,home/mortgage/rates
5,29814,"$36,176 in Savings Possible for Refinance Borrowers From Shopping Around",5299,home/mortgage/rates
5,996,How to Refinance Law School Loans,172,student/refinance
4.8,16947,Equipment Leasing vs Equipment Financing: Which is Better?,8026,business/equipment
4.8,681,How to Market Your Small Business for Success,129,business
4.8,668,How to Prepare Your Small Business for Tax Season,129,business
4.8,695,5 Typical Growing Pains Small Businesses Will Have to Overcome,129,business
4.8,2339,Refinance an FHA Loan Easily with the Streamline Program,27,home/fha
4.8,5726,Inflation Looks Like a Bigger Threat to Mortgage Rates than the Fed,146,home/mortgage
4.8,7651,Interest-Only Mortgages: What Are They and Are They a Good Option?,146,home/mortgage
4.8,2303,How Reverse Mortgages Are Becoming Respectable,234,home/reverse
4.4,688,How Small Business Owners Should Pay Themselves,129,business
4.4,677,Signs It's Time to Think About Refinancing a Business Loan,129,business
4.4,6075,Should You Put Christmas on Credit This Year?,133,credit-cards/tips
4.4,5771,Credit Payment History: How it Affects Your Credit Score,2206,credit-score
4.4,5772,Debt Management Fail: Study Says 35 Percent of Americans in Default,19622,debt-relief
4.4,5182,New State Rankings Report Says Down Payment Amounts are Increasing,7449,home/mortgage/down-payment
4.4,3437,Mortgage News: Lender Complaints Decline,146,home/mortgage
4.4,3385,The Clock Is Ticking: Why You Should Buy a Home Now,146,home/mortgage
4.4,3446,Why the Mortgage Comparison Game Has Become Easier,146,home/mortgage
4.4,3247,Inflation Is Rising: Could Now Be the Time to Get a Personal Loan?,164,personal
4.4,993,Student Loan Relief: 5 Options to Keep in Mind,172,student/refinance
4,662,Who Should Inherit My Business?,129,business
4,12704,Debt Help: What is the definition of debt?,138,debt-consolidation
4,11811,Debt Help: Where Do I Start?,138,debt-consolidation
4,3107,Setting Financial Goals,176,finance
3.6,3959,An Easy Way to Get New Business Loans,129,business
3.6,682,4 Tips on How Small Business Owners Can Create a Work-Life Balance,129,business
3.6,25902,Family Debt Management - Tackling Debt as a Couple,138,debt-consolidation
3.6,20042,"Holiday Shopping Survey Suggests Bigger Budgets, Selfless Spending and Mobile Shopping Among Parents this Holiday Season",176,finance
3.6,3384,Bank Staff Cuts Could Affect Shopping for Mortgages,146,home/mortgage
3.6,3460,Is There Life in the Housing Market Yet?,146,home/mortgage
3.6,6082,4 Things You Need to Know About the 2016 Mortgage Market,5299,home/mortgage/rates
3.6,3392,"Will Brexit Lead to Mortgage Opportunities, or Shut Them Down?",146,home/mortgage
3.6,1046,Millennials: Pay Off Student Loans or Save for Retirement?,168,student
3.3,2338,"8 Common Concerns: First Time Home Buyer Questions, Answered",27,home/fha
3.2,693,4 Marketing Mistakes to Avoid If You Want to Keep Growing Your Business,129,business
3.2,3444,"Buying a Home; Ready, Set, Move",146,home/mortgage
3.2,3458,FHA Loan Qualifications: What You Need to Know,146,home/mortgage
3.2,5815,Negotiating the Lowest Mortgage Interest Rates,5299,home/mortgage/rates
3.2,3447,Mortgage Types: Translation Please!,7455,home/mortgage/types
3.2,2275,What is a VA Loan? 8 Things You Must Know,7501,home/va/requirements
3.1,29092,"What Is a DBA, and When Should You File for One?",129,business
2.8,5757,Credit Score and Mortgage: Five Surprising Things You Don't Know,2206,credit-score
2.8,5999,Forecast: How Long Can Mortgage Rates Defy the Odds?,5299,home/mortgage/rates
2.8,3545,Title Insurance Basics,146,home/mortgage
2.4,2336,Millennial US Homeownership Rate on the Rebound,27,home/fha
2.4,6061,What if Mortgage Rates Went Back to the Future?,5299,home/mortgage/rates
2.4,3504,A Teaser Rate: Is that low interest rate too good to be true?,146,home/mortgage
2.4,6108,Why Now Is the Time to Refinance Your Mortgage,150,home/refinance
2.3,30048,"Personal Loans in Raleigh, N.C.",164,personal
2,3421,Mortgages: Loan Demand Soars with Rising Home Sales,146,home/mortgage
1.6,30405,What Is Automatic Stay in Bankruptcy?,23650,bankruptcy
1.6,5728,Brexit and Low Mortgage Rates for the Summer,5299,home/mortgage/rates
1.5,30319,A Small Business Owner’s Guide to Cash Flow Analysis,129,business
1.2,26945,Chapter 11 Bankruptcy: Understanding the Basics,23650,bankruptcy
0.8,3411,9 Ways To Save Money on Your Mortgage Before You Close,146,home/mortgage
0.4,30803,15 Best Business Apps for Entrepreneurs,129,business
0.4,23603,"Starts miss expectations, but uptrend remains intact",25,home
0.4,25036,"Competition among lenders was worth $26,000 to borrowers last week",5299,home/mortgage/rates
0.4,3402,5 Tips on Shortening Your House Hunt So You Can Buy Now,146,home/mortgage
0.4,3354,Should You Refinance with Your Current Lender?,150,home/refinance
0,30822,The Parent’s Guide to Buying a Car for a Teen Driver,99,auto
0,30773,New vs. Used RV Loans: What's the Difference?,121,auto/rv
0,30455,Understanding the COJ (Confession of Judgment),129,business
0,30537,Guide to Owning a Medical Practice,129,business
0,30827,The Different Types of Personal Guarantees for Your Business,7494,business/requirements
0,30834,How to Start a Restaurant: 18 Steps to Follow,129,business
0,30138,Can I Remove a Bankruptcy Filing From My Credit Report?,20369,credit-repair
0,20839,How To Get Out Of Credit Card Debt,7443,debt-consolidation/credit-card
0,30376,Debt Relief Options for Senior Citizens,138,debt-consolidation
0,457,Debt Restructuring VS Debt Consolidation,138,debt-consolidation
0,23222,Jobs growth strongest since July 2016 but wages disappoint,176,finance
0,2986,How to Make a Budget: Rules of Thumb,176,finance
0,21153,Jobs report adds to upward pressure on interest rates,176,finance
0,435,New FHFA Director May Change U.S. Housing Policy,27,home/fha
0,3332,HELOC Balloon Payments: Finding a Way Out,7471,home/home-equity/heloc
0,3310,Should You Use a Home Equity Loan for College Expenses?,142,home/home-equity
0,3333,7 Home Equity Loan Rules to Live by,142,home/home-equity
0,7994,How Does a Home Equity Loan Work?,142,home/home-equity
0,22558,Tax plan bites new home sales,25,home
0,3519,Choosing the best lender for your needs,146,home/mortgage
0,21717,Northeast Hints at Tax Weakness,146,home/mortgage
0,21732,Buyers rushed into high priced homes as tax threat loomed,146,home/mortgage
0,21587,"Sharp drop in starts is not a cause for concern, but starts are still lagging demand",146,home/mortgage
0,7067,How Much House Can I Afford?,146,home/mortgage
0,22508,Starts jump to highest since October 2016,146,home/mortgage
0,20689,Little near-term impact expected on mortgage rates from Fed action,146,home/mortgage
0,3544,4 Mortgage Tax Benefits You Get When Owning a Home,146,home/mortgage
0,3490,Negotiating a house purchase in today's market,146,home/mortgage
0,20863,Existing home sales at 11-year high,146,home/mortgage
0,20825,Single-family starts rise to 10-year high,146,home/mortgage
0,20912,"Wind, rain and fire drive new home sales to 10-year high",146,home/mortgage
0,5831,A 15 Year Mortgage Is a Benefits Bonanza,5299,home/mortgage/rates
0,5833,Advantages of a 15 Year Mortgage,5299,home/mortgage/rates
0,5814,Do Mortgage Rates Vary by Lender?,5299,home/mortgage/rates
0,30271,"$26,404 in Savings Possible for Homebuyers Shopping Around for a Mortgage",5299,home/mortgage/rates
0,5985,The 15-Year Fixed-Rate Refinance,5299,home/mortgage/rates
0,5548,Understanding Lender Fees,146,home/mortgage
0,3370,Is it Bad to Refinance Your Home Multiple Times?,150,home/refinance
0,3369,Cash Out Refinance For Home Improvement,7459,home/refinance/cash-out
0,3349,How to Refinance Rental Property,150,home/refinance
0,13587,Refinancing with Low Equity,150,home/refinance
0,3353,Should I Refinance My Mortgage: Rule of Thumb,150,home/refinance
0,3277,How to Get Approved for a Personal Loan by Improving Your Chances,164,personal
0,14687,Can You Take Out a Personal Loan for Infertility?,164,personal
0,6089,How to Negotiate Medical Bills,3113,personal/medical
0,10789,Protect Yourself From Credit Card Fraud,133,credit-cards/tips
0,12496,Credit Card Application 101,133,credit-cards/tips
0,12672,Debit Card 101: Everything You Need to Know,133,credit-cards/tips
0,12679,How to Protect Yourself from Credit Card Skimmers,133,credit-cards/tips
0,12714,What Is a Credit Card Authorization Form?,133,credit-cards/tips
0,12719,Best Credit Cards for Building Credit,133,credit-cards/tips
0,14733,How will a rate hike impact credit card holders? A Q&A with Chris Mettler,133,credit-cards/tips
0,17806,LendingTree Study Finds Time to Close Purchase Mortgage is Decreasing,176,finance
0,1939,5 Ways to Avoid Making a Late Payment On Your Credit Card,133,credit-cards/tips
0,1940,5 Things to Do Before You Close Your Credit Card,133,credit-cards/tips
0,1941,12 Tips for Using Credit Cards When Traveling,133,credit-cards/tips
0,1942,Can You Have Too Many Credit Cards?,133,credit-cards/tips
0,1943,"Merchants Give Up on CurrentC, Designed to Be an Alternative to Credit Cards",133,credit-cards/tips
0,1945,Chase Freedom Unlimited vs. Chase Freedom: How the Cards Compare,133,credit-cards/tips
0,1946,4 Ways Credit Cards Can Help You Be Generous to Others,133,credit-cards/tips
0,1947,"Can You ""Gift"" Credit Card Points to Family and Friends?",133,credit-cards/tips
0,1948,The Fight Continues Between Retailers and Payment Networks Over Credit Card Merchant Fees,133,credit-cards/tips
0,1949,5 Ways to Get Better Credit Card Rewards Redemptions,133,credit-cards/tips
0,1950,Should You Really Get an Airline Credit Card?,133,credit-cards/tips
0,1951,How to Get a Credit Card Issuer to Match a Higher Offer,133,credit-cards/tips
0,1952,5 Credit Card Myths You Should Ignore,133,credit-cards/tips
0,1953,The Impact of the Federal Funds Rate on Your Credit Card Interest Rates,133,credit-cards/tips
0,1954,6 Ways to Maximize Credit Card Points You Might Not Be Using,133,credit-cards/tips
0,1956,Can Getting Another Credit Card Affect My Credit Score?,133,credit-cards/tips
0,1957,How to Choose the Best Reward Credit Cards: Using Rewards Calculators,133,credit-cards/tips
0,1959,Credit Card Rates: 7 Ways to Beat Credit Card Companies at Their Own Game,133,credit-cards/tips
0,1960,Plastic Pageant: Credit Cards Beat Prepaid and Debit Cards,133,credit-cards/tips
0,1961,How Do Credit Cards and Grace Periods Work?,133,credit-cards/tips
0,1963,How To Choose A Secured Credit Card,133,credit-cards/tips
0,1964,Find the best credit card deals,133,credit-cards/tips
0,1965,Ask an expert: Credit card minimum payments,133,credit-cards/tips
0,1966,Teaching kids how to use credit cards,133,credit-cards/tips
0,1967,Tips for using credit cards,133,credit-cards/tips
0,1968,Using credit cards for large purchases,133,credit-cards/tips
0,1969,Using a Credit Card Wisely Can Improve Your Credit Score,133,credit-cards/tips
0,1970,"Points, Miles, or Cash: Which Credit Card Rewards Are Best for Me?",133,credit-cards/tips
0,1971,Choosing Airline Credit Cards,133,credit-cards/tips
0,1972,Best Credit Cards for People with Fair Credit,133,credit-cards/tips
0,1973,Our Best Credit Cards by Category,133,credit-cards/tips
0,1975,Q&A: What credit questions should you ask before heading overseas?,133,credit-cards/tips
0,1976,Options for Refinancing Your Credit Card Debt,133,credit-cards/tips
0,1977,How the number of credit cards you have impacts your credit score,133,credit-cards/tips
0,1978,Top 5 Credit Cards For Good Credit,133,credit-cards/tips
0,1979,The Best Business Credit Cards,133,credit-cards/tips
0,1980,How to Travel Like a Credit Card Points Pro,133,credit-cards/tips
0,1981,Q&A: Is It a Good Idea to Co-sign for a Credit Card for My Child?,133,credit-cards/tips
0,1982,"Q&A: If I Declare Bankruptcy, Will My Credit Card Debts Go Away?",133,credit-cards/tips
0,1983,How a Rewards Credit Card Can Save You Money,133,credit-cards/tips
0,1984,Credit Card Strategies: How to Use Credit Cards to Your Advantage,133,credit-cards/tips
0,1985,EMV Credit Cards: What You Need to Know,133,credit-cards/tips
0,1986,6 Best Cash Back Credit Cards,133,credit-cards/tips
0,1987,Which Credit Card is Best for Travel?,133,credit-cards/tips
0,1988,Should You Pay Your Taxes With a Credit Card?,133,credit-cards/tips
0,1989,Q&A: What to Do About a Late Credit Card Payment,133,credit-cards/tips
0,1990,5 Best Credit Cards of 2015,133,credit-cards/tips
0,1991,7 Best Rewards Credit Cards,133,credit-cards/tips
0,1992,4 Credit Cards with Epic Signup Bonuses,133,credit-cards/tips
0,1993,Secret Perks Your Rewards Credit Card Probably Offers,133,credit-cards/tips
0,1994,How to Maximize Your Chase Ultimate Rewards Points,133,credit-cards/tips
0,1995,10 Major Benefits of the Credit CARD Act of 2009,133,credit-cards/tips
0,1996,Want to Budget Smart? Try Using a Credit Card,133,credit-cards/tips
0,1998,How to Earn a Companion Pass Using the Southwest Rapid Rewards Credit Cards,133,credit-cards/tips
0,1999,4 Tips to Maximize Credit Card Rewards without Overspending,133,credit-cards/tips
0,2000,Top 5 EMV Chip Credit Cards to Consider,133,credit-cards/tips
0,2001,7 Best Credit Cards For Good Credit,133,credit-cards/tips
0,2002,How to Use Airline Fee Credits,133,credit-cards/tips
0,2003,Best First Credit Card,133,credit-cards/tips
0,2004,Credit Card Users to Gain More Control Over Their Accounts,133,credit-cards/tips
0,2005,5 Credit Cards Offering Travel Protection,133,credit-cards/tips
0,2006,Best Secured Business Credit Cards,133,credit-cards/tips
0,2007,How Your Credit Card Can Save You Money On Business Purchases,133,credit-cards/tips
0,2008,When Is Transferring a Credit Card Balance Worth It?,133,credit-cards/tips
0,2009,Credit Cards with Airport Lounge Access,133,credit-cards/tips
0,2010,The Ultimate Guide to Business Credit Cards,133,credit-cards/tips
0,2011,How Credit Card Companies Are Offering Credit Scores With Added Features,133,credit-cards/tips
0,2013,Make Sure Your Credit Card's Rental Car Insurance Will Cover You,133,credit-cards/tips
0,2014,Here's How You Can Make Money Shopping for a Spring Wardrobe,133,credit-cards/tips
0,2015,Get Ready To Pay With Your Fingerprints,133,credit-cards/tips
0,2016,3 Risks of EMV Chip Credit Cards,133,credit-cards/tips
0,2017,10 Tips on Using Credit Cards Responsibly,133,credit-cards/tips
0,2019,What's Going On With EMV Smart Chips?,133,credit-cards/tips
0,2020,Top Four Financial Mistakes Businesses Make When Using Credit Cards,133,credit-cards/tips
0,2021,Top Rewards Credit Cards for Frequent Diners,133,credit-cards/tips
0,2022,Use Credit Cards to Help with Your Taxes,133,credit-cards/tips
0,2023,5 Super Simple Ways to Make an Extra $500 a Year,133,credit-cards/tips
0,2024,24 Ways to Save Money on Travel,133,credit-cards/tips
0,2025,What Are Contactless Credit Card Payments?,133,credit-cards/tips
0,2026,LendingTree's Top 10 Credit Card Tips for Spring,133,credit-cards/tips
0,2027,6 Ways to Get the Best Price on Your Purchases,133,credit-cards/tips
0,2028,4 Credit Cards for Sports Fans,133,credit-cards/tips
0,2029,"Finally, Faster Chip Card Transactions Are Coming",133,credit-cards/tips
0,2030,11 Household Bills You Can Probably Pay with a Credit Card,133,credit-cards/tips
0,2031,Best Credit Cards 2016,133,credit-cards/tips
0,2032,The Flaws of EMV Chip Cards,133,credit-cards/tips
0,2034,4 Signs Your Finances Are Ready for a Rewards Credit Card,133,credit-cards/tips
0,2035,Credit Card Use Up According to American Bankers Association,133,credit-cards/tips
0,2036,Using Travel Rewards as a Busy Working Professional,133,credit-cards/tips
0,2037,Do You Need a Program to Keep Track of Your Credit Card Rewards?,133,credit-cards/tips
0,2038,3 Ways a 0% Intro APR Credit Card Can Help Your Credit,133,credit-cards/tips
0,2039,Avoid Excessive Credit Card Fees When Traveling Outside the United States,133,credit-cards/tips
0,2040,4 Signs You Should NEVER Get a Rewards Credit Card,133,credit-cards/tips
0,2041,5 Things You Should Never Do with a Credit Card,133,credit-cards/tips
0,2042,Why a Credit Card Might Be the Perfect Short-Term Loan,133,credit-cards/tips
0,2044,Are Thieves Really After Your Credit Card Points?,133,credit-cards/tips
0,2045,How to Avoid Paying Credit Card Interest,133,credit-cards/tips
0,2046,EMV Chip Credit Cards: 6 FAQs,133,credit-cards/tips
0,2047,5 Signs You Could Benefit from a Balance Transfer Card,133,credit-cards/tips
0,2048,Rewards Credit Cards Aggressively Target Warehouse Store Shoppers,133,credit-cards/tips
0,2049,6 Easy Mistakes to Make When You're Pursuing Credit Card Rewards,133,credit-cards/tips
0,2050,More States Accepting Credit Cards for Driver's License and Vehicle Registration Fees,133,credit-cards/tips
0,2051,"When it Comes to Credit Cards, Retailers and Customers Agree: Both Hate Change",133,credit-cards/tips
0,2052,Chase Freedom® Bonus Categories 2016,133,credit-cards/tips
0,2053,Flexible Travel Credit Cards that Let You Book a Room with ANY Hotel,133,credit-cards/tips
0,2054,4 Reasons to Quit Credit if You're in Debt,133,credit-cards/tips
0,2056,Faster Credit Card Chip Readers Finally Being Deployed,133,credit-cards/tips
0,2057,8 Ways to Earn Airline Miles without Traveling,133,credit-cards/tips
0,2058,6 Reasons You Need to Use a Credit Card,133,credit-cards/tips
0,2059,Do Credit Cards Really Offer Rental Car Insurance?,133,credit-cards/tips
0,2060,Everything You Need to Know About Your Visa Infinite Benefits,133,credit-cards/tips
0,2061,Which Credit Cards Offer Travel Insurance?,133,credit-cards/tips
0,2062,Pros and Cons of Business Credit Cards,133,credit-cards/tips
0,2063,Drowning in Debt? Use These Balance Transfer Tools to See How Much You Could Save,133,credit-cards/tips
0,2064,New Technology Enables Credit Cards to 'Talk' to Each Other and Mobile Devices,133,credit-cards/tips
0,2065,Bank Pays Huge Fine for Fraud by Rogue Employees,133,credit-cards/tips
0,2066,Best Travel Rewards Tools,133,credit-cards/tips
0,2067,Almost Half of Millennials Don't Use Credit,133,credit-cards/tips
0,2069,5 Best Money Management Tools,133,credit-cards/tips
0,2331,Refinancing Your Reverse Mortgage,234,home/reverse
0,3009,Part 1: Car Loan Financing Overview,99,auto
0,3021,Car Financing: Know Your Options,99,auto
0,3395,What is PMI and is it really that bad?,7449,home/mortgage/down-payment
0,3409,What Is the Difference Between Mortgage Rate and APR?,146,home/mortgage
0,3466,Mortgage Q & A: Getting A Home Loan After Bankruptcy,146,home/mortgage
0,3473,A Good Faith Estimate (GFE) details mortgage fees,146,home/mortgage
0,3510,Do I have to have private mortgage insurance (PMI),7449,home/mortgage/down-payment
0,3517,Condo vs. House: Which is right for you?,146,home/mortgage
0,3529,The HUD-1 Settlement Statement,146,home/mortgage
0,3530,Is PMI Tax Deductible?,7449,home/mortgage/down-payment
0,3538,Pros and Cons of Condominium Living,146,home/mortgage
0,5399,5 Ways to Make Smarter Use of Your Credit Cards,133,credit-cards/tips
0,5589,Good Faith Estimate,146,home/mortgage
0,5713,6 Reasons You Need a Credit Card with an Annual Fee,133,credit-cards/tips
0,5717,Spark® Miles Select for Business Review,133,credit-cards/tips
0,5736,Fed Slashes Interest Rates,133,credit-cards/tips
0,5738,7 credit card agreement terms defined,133,credit-cards/tips
0,5739,7 ways to protect yourself from credit card fraud,133,credit-cards/tips
0,5761,Secured Credit Cards,133,credit-cards/tips
0,5763,Can You Change Your Credit Card's Due Date?,133,credit-cards/tips
0,5767,Survey: 52% of Americans Are Clueless About Credit Card Rewards,133,credit-cards/tips
0,5792,Credit cards with reward benefits,133,credit-cards/tips
0,5793,Avoiding credit card traps,133,credit-cards/tips
0,5794,Credit card minimum payments,133,credit-cards/tips
0,5795,How Fed rate cuts affect credit card interest rates,133,credit-cards/tips
0,5796,The hidden costs of credit cards,133,credit-cards/tips
0,5797,What you need to know about credit cards,133,credit-cards/tips
0,5798,Why store credit cards can ruin your credit score,133,credit-cards/tips
0,5987,CAIVRS: The Government's Secret DO-NOT-LEND List,146,home/mortgage
0,5988,How Do Credit Card Introductory APRs Work?,133,credit-cards/tips
0,5993,Do inquiries on my credit report hurt my credit score?,133,credit-cards/tips
0,5996,How to Choose the Best Credit Card for Your Needs,133,credit-cards/tips
0,6007,"APR vs Interest Rate: What's the ""Real"" Mortgage Rate?",5299,home/mortgage/rates
0,6012,3 Tips for Using Credit Cards to Boost Your Credit Score,133,credit-cards/tips
0,6013,The 5 Top Credit Cards At LendingTree,133,credit-cards/tips
0,6021,Top 5 Credit Cards For Excellent Credit,133,credit-cards/tips
0,6023,5 of the Best Perks to Look for When Shopping for Credit Cards,133,credit-cards/tips
0,6026,You're Spending Too Much On Travel If You Don't Have The Right Card,133,credit-cards/tips
0,6029,Why You Should Understand APR and Use An APR Calculator,133,credit-cards/tips
0,6030,Q&A: Can I get an unsecured credit card if I have bad credit?,133,credit-cards/tips
0,6032,The Best Credit Cards for Young Families,133,credit-cards/tips
0,6033,How to Cancel a Credit Card Without Ruining Your Credit Score,133,credit-cards/tips
0,6035,Q&A: How Many Rewards Credit Cards Should I Have?,133,credit-cards/tips
0,6037,Q&A: How is the minimum payment on credit cards calculated?,133,credit-cards/tips
0,6048,Q&A: Can I Transfer More Than One Card Balance to a Balance Transfer Credit Card?,133,credit-cards/tips
0,6049,8 Ways to Prevent Credit Card Theft,133,credit-cards/tips
0,6050,Q&A: What Should I Do About My Deceased Parent's Credit Cards?,133,credit-cards/tips
0,6051,5 Surefire Ways to Increase Your Credit Card Limit,133,credit-cards/tips
0,6052,This One Trick Can Save You Thousands in Credit Card Debt,133,credit-cards/tips
0,6056,Q&A: What Is a Cash Advance?,133,credit-cards/tips
0,6058,Best Credit Cards for Holiday Shopping 2015,133,credit-cards/tips
0,6059,Q&A: What Is a Black Card?,133,credit-cards/tips
0,6060,Q&A: What is CSC?,133,credit-cards/tips
0,6062,Q&A: What Are Grey Charges on a Credit Card Statement?,133,credit-cards/tips
0,6066,My Credit Card Application Was Declined - Can I Still Get the Card?,133,credit-cards/tips
0,6069,What Do You Need to Rent a Car?,133,credit-cards/tips
0,6070,Q&A: Should I Close Credit Card Accounts if I Don't Use the Cards Anymore?,133,credit-cards/tips
0,6071,Can You Get Cash Back With a Credit Card?,133,credit-cards/tips
0,6072,5 Balance Transfer Credit Cards,133,credit-cards/tips
0,6074,What is a Chargeback?,133,credit-cards/tips
0,6076,Q&A: Will My Credit Card Company Close My Account If I Don't Use My Card?,133,credit-cards/tips
0,6077,3 Best Student Credit Cards,133,credit-cards/tips
0,6078,5 Best No Fee Credit Cards,133,credit-cards/tips
0,6081,How is Credit Card Interest Calculated?,133,credit-cards/tips
0,6085,5 Reasons Higher Credit Card Rewards Don't Make Sense,133,credit-cards/tips
0,6094,5 Ways to Get Out of Paying Your Credit Card's Annual Fee,133,credit-cards/tips
0,6106,American Airlines AAdvantage® Program 2016,133,credit-cards/tips
0,6111,Give Me Credit Cards: Are You Ready for a Cashless Society?,133,credit-cards/tips
0,6113,American's Credit Card Debt Approaches Post Recession Levels,133,credit-cards/tips
0,6114,Are College Students Becoming More Responsible with Credit Cards?,133,credit-cards/tips
0,6115,Best Cash Back Tools,133,credit-cards/tips
0,6116,6 Facts About No Interest Credit Cards,133,credit-cards/tips
0,6117,"With Credit Cards, More Thieves Embracing 'New-Account Fraud'",133,credit-cards/tips
0,6119,"EMV Credit Card Adoption Proceeds, But Merchants Holding Back Progress",133,credit-cards/tips
0,6120,What Do You Need to Qualify for a Business Credit Card?,133,credit-cards/tips
0,6121,Applying for Credit Cards? Your Odds Might Be Better as Average FICO Score Rises,133,credit-cards/tips
0,7551,What's the Difference Between a Charge Card and a Credit Card,133,credit-cards/tips
0,7557,How to Get Approved for a Credit Card After Bankruptcy,133,credit-cards/tips
0,7724,The Truth About Debt Reduction Services,138,debt-consolidation
